p,Z,zeros,K_sqrt,off_sqrt,total_sqrt,diag_sqrt,task_prediction_sqrt,off_over_task_sqrt,fixed_off_prediction_sqrt,off_over_fixed_sqrt,fixed_total_prediction_sqrt,total_over_fixed_sqrt,K_cuberoot,off_cuberoot,total_cuberoot,diag_cuberoot,task_prediction_cuberoot,off_over_task_cuberoot,fixed_off_prediction_cuberoot,off_over_fixed_cuberoot,fixed_total_prediction_cuberoot,total_over_fixed_cuberoot,E_mult,max_M_k1,max_M_k1_nonidentity,task_mult_prediction_pZ2,E_mult_over_pZ2,occupancy_mult_prediction,E_mult_over_occupancy,fixed_subset_mult_prediction,E_mult_over_fixed_subset,minimum_mult_energy,excess_over_minimum
1499,2,115 1383,38,8,84,76,79.8532354903,0.100183792815,1.87842351369,4.25889046942,77.8784235137,1.07860426817,11,2,24,22,22.3228819213,0.0895941665172,0.146960587842,13.6090909091,22.1469605878,1.08367014538,6,2,1,5996,0.00100066711141,6.00133600534,0.999777382012,6.00133600534,0.999777382012,6,0
1523,2,283 1239,39,2,80,78,81.9947472095,0.024391806403,1.94871794872,1.02631578947,79.9487179487,1.00064143682,11,0,22,22,22.317793828,0,0.144641683103,0,22.1446416831,0.993468321359,6,2,1,6092,0.000984898227183,6.00131492439,0.999780893953,6.00131492439,0.999780893953,6,0
1531,2,143 1387,39,4,82,78,81.9738732854,0.0487960351229,1.93852190974,2.06342780027,79.9385219097,1.02578829382,11,0,22,22,22.3161332462,0,0.143884892086,0,22.1438848921,0.993502274204,6,2,1,6124,0.000979751796212,6.00130804447,0.999782040105,6.00130804447,0.999782040105,6,0
1559,2,755 803,39,2,80,78,81.9025016036,0.0244192785427,1.90366088632,1.05060728745,79.9036608863,1.00120569086,11,0,22,22,22.3104554201,0,0.141297366731,0,22.1412973667,0.993618379068,6,2,1,6236,0.00096215522771,6.00128452152,0.999785958904,6.00128452152,0.999785958904,6,0
1619,2,791 827,40,2,82,80,83.9530574429,0.0238228369629,1.92949907236,1.03653846154,81.9294990724,1.00086050725,11,0,22,22,22.2989499691,0,0.136054421769,0,22.1360544218,0.9938537185,6,2,1,6476,0.000926497838172,6.00123685838,0.999793899423,6.00123685838,0.999793899423,6,0
1621,4,203 437 1183 1417,40,10,170,160,175.792720543,0.0568851768669,11.5626930204,0.86485042735,171.56269302,0.990891417051,11,0,44,44,45.1943244911,0,0.815318097591,0,44.8153180976,0.981807155852,28,4,1,25936,0.00107958050586,28.0815318098,0.997096603906,28.0518930465,0.998150105363,28,0
1637,2,347 1289,40,2,82,80,83.9095907147,0.0238351776354,1.90825688073,1.04807692308,81.9082568807,1.00112007168,11,0,22,22,22.2956627978,0,0.134556574924,0,22.1345565749,0.993920972644,6,2,1,6548,0.000916310323763,6.00122324159,0.999796167958,6.00122324159,0.999796167958,6,0
1657,2,586 1070,40,0,80,80,83.8624019312,0,1.88519637462,0,81.8851963746,0.976977567887,11,0,22,22,22.292094146,0,0.132930513595,0,22.1329305136,0.993993993994,6,2,1,6628,0.000905250452625,6.00120845921,0.999798630689,6.00120845921,0.999798630689,6,0
1669,2,483 1185,40,2,82,80,83.8346315159,0.0238564894225,1.87162567487,1.06858974359,81.8716256749,1.00156799531,11,0,22,22,22.2899940084,0,0.131973605279,0,22.1319736053,0.994036970781,6,2,1,6676,0.000898741761534,6.00119976005,0.999800079968,6.00119976005,0.999800079968,6,0
1709,4,567 710 998 1141,41,8,172,164,179.737858397,0.0445092651674,11.5289982425,0.693902439024,175.528998243,0.979895069887,11,0,44,44,45.1328262142,0,0.773286467487,0,44.7732864675,0.982728842832,28,4,1,27344,0.0010239906378,28.0773286467,0.997245868803,28.049217385,0.998245320561,28,0
1723,2,542 1180,41,2,84,82,85.9024956471,0.0232822106614,1.905868681,1.0493902439,83.905868681,1.00112186812,11,0,22,22,22.2809053976,0,0.127832655433,0,22.1278326554,0.99422299249,6,2,1,6892,0.000870574579222,6.00116211505,0.999806351665,6.00116211505,0.999806351665,6,0
1741,2,43 1697,41,2,84,82,85.8621481907,0.0232931511981,1.88614146061,1.06036585366,83.8861414606,1.00135729856,12,0,24,24,24.3308443423,0,0.151811385854,0,24.1518113859,0.993714285714,6,2,1,6964,0.000861573808156,6.00115008626,0.999808355692,6.00115008626,0.999808355692,6,0
1759,2,490 1268,41,2,84,82,85.8226264923,0.0233038777971,1.86681844052,1.07134146341,83.8668184405,1.00158801254,12,0,24,24,24.3274587834,0,0.150256118384,0,24.1502561184,0.993778280543,6,2,1,7036,0.000852757248437,6.00113830393,0.999810318665,6.00113830393,0.999810318665,6,0
1823,2,49 1773,42,2,86,84,87.8705430609,0.0227607561116,1.89126853377,1.0574912892,85.8912685338,1.0012659199,12,0,24,24,24.3159626988,0,0.144975288303,0,24.1449752883,0.993995633188,6,2,1,7292,0.00082281952825,6.00109829764,0.999816983895,6.00109829764,0.999816983895,6,0
1831,4,708 913 917 1122,42,4,172,168,183.414527581,0.0218085233093,11.2979770366,0.354045683314,179.297977037,0.959296935988,12,0,48,48,49.2583287821,0,0.86604702023,0,48.8660470202,0.982277121375,28,4,1,29296,0.000955761878755,28.072170585,0.99742910564,28.0459339181,0.998362189746,28,0
1847,4,65 692 1154 1781,42,28,196,168,183.28099621,0.152770885029,11.2,2.5,179.2,1.09375,12,4,52,48,49.247428262,0.0812225153914,0.858536585366,4.65909090909,48.8585365854,1.0642971246,28,4,1,29552,0.000947482403898,28.0715447154,0.997451343837,28.0455355134,0.998376372118,28,0
1867,2,508 1358,43,0,86,86,89.961435458,0,1.93672922252,0,87.9367292225,0.977975878343,12,0,24,24,24.3085163364,0,0.141554959786,0,24.1415549598,0.994136460554,6,2,1,7468,0.000803427959293,6.00107238606,0.999821300929,6.00107238606,0.999821300929,6,0
1873,4,128 802 1070 1744,43,20,192,172,187.794981313,0.106499118667,11.583110636,1.72665190107,183.583110636,1.04584784153,12,4,52,48,49.2301121196,0.0812510845046,0.846606092998,4.72474747475,48.846606093,1.06455707283,28,4,1,29968,0.000934329951949,28.0705505077,0.997486671744,28.0449026409,0.99839890188,28,0
1907,2,511 1395,43,2,88,86,89.878342947,0.0222523016605,1.89606299213,1.05481727575,87.8960629921,1.00118249901,12,0,24,24,24.302045097,0,0.138582677165,0,24.1385826772,0.994258872651,6,2,1,7628,0.000786575773466,6.00104986877,0.999825052484,6.00104986877,0.999825052484,6,0
1931,2,692 1238,43,2,88,86,89.8301398239,0.0222642423124,1.87247278383,1.06810631229,87.8724727838,1.00145127606,12,0,24,24,24.2982910409,0,0.136858475894,0,24.1368584759,0.994329896907,6,2,1,7724,0.000776799585707,6.00103680664,0.999827228749,6.00103680664,0.999827228749,6,0
1933,2,621 1311,43,4,90,86,89.8261769271,0.0445304491056,1.87053340238,2.13842746401,87.8705334024,1.0242341376,12,0,24,24,24.2979824108,0,0.136716727084,0,24.1367167271,0.994335736354,6,2,1,7732,0.000775995861355,6.00103573278,0.999827407663,6.00103573278,0.999827407663,6,0
1949,2,816 1132,44,2,90,88,91.9733196511,0.0217454366939,1.94350282486,1.02906976744,89.9435028249,1.0006281407,12,0,24,24,24.2955361724,0,0.135593220339,0,24.1355932203,0.994382022472,6,2,1,7796,0.000769625448948,6.00102722137,0.999828825745,6.00102722137,0.999828825745,6,0
1951,2,423 1527,44,0,88,88,91.9692465402,0,1.94150846588,0,89.9415084659,0.978413654618,12,0,24,24,24.2952332137,0,0.135454079015,0,24.135454079,0.994387755102,6,2,1,7804,0.000768836494106,6.00102616727,0.999829001368,6.00102616727,0.999829001368,6,0
1973,4,63 407 1565 1909,44,10,186,176,191.699949316,0.0521648546893,11.5190258752,0.868128964059,187.519025875,0.991899350649,12,0,48,48,49.1677648251,0,0.803652968037,0,48.803652968,0.983532934132,28,4,1,31568,0.000886974151039,28.0669710807,0.997613882863,28.0426241446,0.99848002297,28,0
2011,4,414 619 1391 1596,44,6,182,176,191.403281949,0.0313474248659,11.3011448482,0.530919661734,187.301144848,0.971697210647,12,0,48,48,49.1456986574,0,0.788451966152,0,48.7884519662,0.983839373164,28,4,1,32176,0.000870213823968,28.0657043305,0.997658910329,28.041817799,0.998508734374,28,0
2069,2,717 1351,45,2,92,90,93.9149347511,0.0212958674283,1.91582002903,1.04393939394,91.915820029,1.00091583768,12,0,24,24,24.2783953601,0,0.127721335269,0,24.1277213353,0.994706448508,6,2,1,8276,0.000724987916868,6.00096758587,0.99983876169,6.00096758587,0.99983876169,6,0
2083,2,543 1539,45,6,96,90,93.8886221795,0.0639055069796,1.90293128304,3.15303030303,91.902931283,1.04458039216,12,0,24,24,24.2765242439,0,0.126862085536,0,24.1268620855,0.994741873805,6,2,1,8332,0.000720115218435,6.00096107641,0.999839846252,6.00096107641,0.999839846252,6,0
2087,2,79 2007,45,0,90,90,93.8811691423,0,1.89928057554,0,91.8992805755,0.979333020197,12,0,24,24,24.2759942501,0,0.126618705036,0,24.126618705,0.994751908397,6,2,1,8348,0.000718735026354,6.00095923261,0.999840153453,6.00095923261,0.999840153453,6,0
2137,4,316 324 1812 1820,46,8,192,184,199.842770239,0.0400314706929,11.6346604215,0.687600644122,195.634660422,0.981421183681,12,0,48,48,49.078146935,0,0.741920374707,0,48.7419203747,0.984778597786,28,4,1,34192,0.000818905007019,28.0618266979,0.997796768594,28.0393495324,0.998596631766,28,0
2179,2,532 1646,46,2,94,92,95.8843506196,0.0208584611261,1.90169958659,1.05169082126,93.9016995866,1.00104684381,12,0,24,24,24.264341441,0,0.121267799724,0,24.1212677997,0.994972577697,6,2,1,8716,0.000688389169344,6.00091869545,0.999846907532,6.00091869545,0.999846907532,6,0
2237,4,23 492 1744 2213,47,6,194,188,203.799731784,0.0294406668129,11.6080536913,0.516882516189,199.608053691,0.971904672244,13,0,52,52,53.2087617345,0,0.837583892617,0,52.8375838926,0.984147952444,28,4,1,35792,0.000782297720161,28.0590604027,0.997895139686,28.0375887015,0.99865934614,28,0
2269,4,173 719 1549 2095,47,10,198,188,203.576906126,0.0491214852917,11.4441993824,0.873805118717,199.444199382,0.992758879993,13,0,52,52,53.1917144116,0,0.825760917512,0,52.8257609175,0.984368215371,28,4,1,36304,0.000771264874394,28.0582267314,0.997924789335,28.0370580485,0.998678247608,28,0
2293,4,691 1081 1211 1601,47,6,194,188,203.413868295,0.0294965139314,11.3243125273,0.529833487512,199.324312527,0.973288193197,13,0,52,52,53.1792411688,0,0.817110432126,0,52.8171104321,0.984529437043,28,4,1,36688,0.000763192324466,28.0576167612,0.997946484132,28.0366697883,0.998692077606,28,0
2297,2,431 1865,47,0,94,94,97.8467566391,0,1.88409586057,0,95.8840958606,0.980350277659,13,0,26,26,26.294296909,0,0.135947712418,0,26.1359477124,0.994798439532,6,2,1,9188,0.000653025685677,6.00087145969,0.99985477781,6.00087145969,0.99985477781,6,0
2333,2,1138 1194,48,2,98,96,99.9502786112,0.0200099492246,1.93564993565,1.03324468085,97.9356499356,1.00065706476,13,0,26,26,26.2897556794,0,0.133848133848,0,26.1338481338,0.994878361076,6,2,1,9332,0.000642948992713,6.00085800086,0.999857020303,6.00085800086,0.999857020303,6,0
2341,4,121 438 1902 2219,48,24,216,192,207.747116617,0.115525069088,11.5741769987,2.07358156028,203.574176999,1.06103830645,13,2,54,52,53.1550619393,0.0376257674628,0.800342026507,2.49893162393,52.8003420265,1.02272064777,28,4,1,37456,0.000747543784707,28.0564343737,0.997988540778,28.0359171738,0.998718887147,28,0
2371,2,928 1442,48,0,96,96,99.8869675243,0,1.90460109751,0,97.9046010975,0.980546357616,13,0,26,26,26.2851117672,0,0.131701139721,0,26.1317011397,0.994960100798,6,2,1,9484,0.000632644453817,6.00084423808,0.99985931345,6.00084423808,0.99985931345,6,0
2377,2,192 2184,48,2,98,96,99.8771560791,0.0200245990026,1.89978947368,1.05274822695,97.8997894737,1.00102360308,13,0,26,26,26.2843920909,0,0.131368421053,0,26.1313684211,0.994972769166,6,2,1,9508,0.000631047538915,6.00084210526,0.999859668818,6.00084210526,0.999859668818,6,0
2381,2,549 1831,48,12,108,96,99.8706425871,0.120155429956,1.89659520807,6.32712765957,97.8965952081,1.10320486397,13,2,28,26,26.2839143217,0.0760921670768,0.131147540984,15.25,26.131147541,1.07151819322,6,2,1,9524,0.000629987400252,6.00084068937,0.999859904735,6.00084068937,0.999859904735,6,0
2383,2,545 1837,48,2,98,96,99.8673940411,0.0200265564072,1.89500209996,1.05540780142,97.8950021,1.00107255629,13,0,26,26,26.2836760386,0,0.131037379252,0,26.1310373793,0.994985374008,6,2,1,9532,0.000629458665548,6.0008399832,0.999860022396,6.0008399832,0.999860022396,6,0
2399,2,716 1682,48,2,98,96,99.8416006669,0.0200317301269,1.88235294118,1.0625,97.8823529412,1.00120192308,13,0,26,26,26.2817840767,0,0.130162703379,0,26.1301627034,0.99501867995,6,2,1,9596,0.000625260525219,6.0008343763,0.999860956618,6.0008343763,0.999860956618,6,0
2411,4,1000 1011 1399 1410,49,6,202,196,211.933637495,0.0283107489256,11.7160647572,0.512117346939,207.716064757,0.972481354469,13,0,52,52,53.1215263376,0,0.777085927771,0,52.7770859278,0.98527607362,28,4,1,38576,0.000725839900456,28.0547945205,0.998046875,28.0348733794,0.998756071451,28,0
2423,2,130 2292,49,2,100,98,101.963681387,0.0196148272875,1.94299876084,1.02933673469,99.9429987608,1.00057033749,13,0,26,26,26.2789929839,0,0.128872366791,0,26.1288723668,0.995067817509,6,2,1,9692,0.000619067271977,6.00082610492,0.999862334802,6.00082610492,0.999862334802,6,0
2441,2,778 1662,49,2,100,98,101.934453093,0.0196204515678,1.92865928659,1.03698979592,99.9286592866,1.00071391645,13,0,26,26,26.2769356821,0,0.127921279213,0,26.1279212792,0.995104039168,6,2,1,9764,0.000614502253175,6.0008200082,0.999863350642,6.0008200082,0.999863350642,6,0
2459,2,179 2279,49,2,100,98,101.905652704,0.0196259966638,1.91452991453,1.04464285714,99.9145299145,1.00085543199,13,0,26,26,26.2749084994,0,0.126984126984,0,26.126984127,0.995139732685,6,2,1,9836,0.000610004066694,6.00081400081,0.999864351601,6.00081400081,0.999864351601,6,0
2477,2,855 1621,49,2,100,98,101.877270892,0.0196314642362,1.90060606061,1.05229591837,99.9006060606,1.00099492829,13,0,26,26,26.2729107792,0,0.126060606061,0,26.1260606061,0.99517490953,6,2,1,9908,0.000605571255551,6.00080808081,0.999865338002,6.00080808081,0.999865338002,6,0
2521,2,105 2415,50,4,104,100,103.966679889,0.038473864937,1.9452163557,2.05632653061,101.945216356,1.02015576324,13,0,26,26,26.2681475605,0,0.123858674077,0,26.1238586741,0.995258790992,6,2,1,10084,0.00059500198334,6.00079396586,0.999867689865,6.00079396586,0.999867689865,6,0
2539,2,96 2442,50,2,102,100,103.938558488,0.0192421371732,1.93141505715,1.03551020408,101.931415057,1.00067285383,13,0,26,26,26.2662465538,0,0.122979897517,0,26.1229798975,0.995292271479,6,2,1,10156,0.000590783773139,6.00078833268,0.999868628481,6.00078833268,0.999868628481,6,0
2543,2,728 1814,50,0,100,100,103.93236335,0,1.92837465565,0,101.928374656,0.981081081081,13,0,26,26,26.2658277625,0,0.122786304604,0,26.1227863046,0.995299647474,6,2,1,10172,0.000589854502556,6.0007870917,0.999868835257,6.0007870917,0.999868835257,6,0
2557,4,413 622 1934 2143,50,6,206,200,215.64333203,0.0278237214363,11.5068493151,0.521428571429,211.506849315,0.97396373057,13,0,52,52,53.0574892452,0,0.732681017613,0,52.7326810176,0.986105750675,28,4,1,40912,0.0006843957763,28.0516634051,0.998158276593,28.0328803917,0.99882707766,28,0
2579,2,848 1730,50,2,102,100,103.877471888,0.0192534527809,1.90143577804,1.05183673469,101.901435778,1.00096725057,13,0,26,26,26.2621170997,0,0.121071012806,0,26.1210710128,0.995365005794,6,2,1,10316,0.000581620783249,6.00077609624,0.999870667356,6.00077609624,0.999870667356,6,0
2591,2,642 1948,50,0,100,100,103.859513701,0,1.89262263422,0,101.892622634,0.981425322214,13,0,26,26,26.2609031262,0,0.120509849363,0,26.1205098494,0.99538638985,6,2,1,10364,0.000578927055191,6.00077249903,0.999871266735,6.00077249903,0.999871266735,6,0
2663,2,483 2179,51,0,102,102,105.906871949,0,1.91657271702,0,103.916572717,0.981556621173,13,0,26,26,26.2538490424,0,0.117249154453,0,26.1172491545,0.995510662177,6,2,1,10652,0.000563274502441,6.00075159714,0.999874749499,6.00075159714,0.999874749499,6,0
2683,2,964 1718,51,2,104,102,105.877748789,0.0188897102827,1.90227527042,1.05137254902,103.90227527,1.00094054465,13,0,26,26,26.2519567648,0,0.116374487132,0,26.1163744871,0.995544002971,6,2,1,10732,0.000559075661573,6.0007459903,0.999875683739,6.0007459903,0.999875683739,6,0
2693,6,170 525 1215 1477 2167 2522,51,46,352,306,340.77014482,0.134988351237,28.4280936455,1.61811764706,334.428093645,1.05254315259,13,6,84,78,80.2591904939,0.0747577936318,1.73913043478,3.45,79.7391304348,1.0534351145,66,6,1,96948,0.000680777323926,66.3232998885,0.995125395011,66.2341634629,0.996464612057,66,0
2713,2,1258 1454,52,0,104,104,107.986730557,0,1.95647362597,0,105.956473626,0.981535119479,13,0,26,26,26.2491706598,0,0.11508668388,0,26.1150866839,0.99559309585,6,2,1,10852,0.000552893475857,6.00073773515,0.999877059257,6.00073773515,0.999877059257,6,0
2731,2,51 2679,52,2,106,104,107.960454046,0.0185253018586,1.94356907292,1.0290346908,105.943569073,1.0005326508,13,0,26,26,26.2475283779,0,0.114327592525,0,26.1143275925,0.995622035753,6,2,1,10924,0.000549249359209,6.00073286918,0.999877870054,6.00073286918,0.999877870054,6,0
2767,2,388 2378,52,2,106,104,107.908926635,0.0185341478445,1.91826401447,1.04260935143,105.918264014,1.00077168925,14,0,28,28,28.2833393567,0,0.13164556962,0,28.1316455696,0.99532037437,6,2,1,11068,0.000542103361041,6.00072332731,0.999879459981,6.00072332731,0.999879459981,6,0
2797,2,120 2676,52,0,104,104,107.867000358,0,1.8976744186,0,105.897674419,0.982080112439,14,0,28,28,28.2803003218,0,0.13023255814,0,28.1302325581,0.99537037037,6,2,1,11188,0.000536288880944,6.00071556351,0.999880753637,6.00071556351,0.999880753637,6,0
2843,2,1302 1540,53,0,106,106,109.952163208,0,1.94016191482,0,107.940161915,0.982025578984,14,0,28,28,28.2757650369,0,0.128123900035,0,28.1281239,0.995444989488,6,2,1,11372,0.000527611677805,6.00070397747,0.999882684186,6.00070397747,0.999882684186,6,0
2857,2,733 2123,53,2,108,106,109.93279664,0.0181929329657,1.93064798599,1.03592162554,107.930647986,1.0006425609,14,0,28,28,28.2744137207,0,0.127495621716,0,28.1274956217,0.995467224547,6,2,1,11428,0.000525026251313,6.00070052539,0.999883259398,6.00070052539,0.999883259398,6,0
2879,2,514 2364,53,4,110,106,109.902744008,0.0363958155558,1.91588460202,2.087808418,107.915884602,1.01931240619,14,0,28,28,28.2723167767,0,0.126520681265,0,28.1265206813,0.995501730104,6,2,1,11516,0.000521014241056,6.00069516858,0.999884151993,6.00069516858,0.999884151993,6,0
2897,2,1151 1745,53,2,108,106,109.878494995,0.0182019238623,1.90397236615,1.05043541364,107.903972366,1.00088993604,14,0,28,28,28.2706247843,0,0.12573402418,0,28.1257340242,0.99552957359,6,2,1,11588,0.000517777010701,6.00069084629,0.999884872208,6.00069084629,0.999884872208,6,0
2917,4,77 961 1955 2839,54,10,226,216,231.994514913,0.0431044673783,11.7818181818,0.848765432099,227.781818182,0.99217752235,14,0,56,56,57.075077134,0,0.74922813036,0,56.7492281304,0.986797562627,28,4,1,46672,0.000599931436407,28.0452830189,0.998385360603,28.0288192929,0.998971797826,28,0
2939,2,970 1968,54,0,108,108,111.968696836,0,1.94892747702,0,109.948927477,0.982274247492,14,0,28,28,28.2667574005,0,0.123935989105,0,28.1239359891,0.995593220339,6,2,1,11756,0.000510377679483,6.00068096697,0.999886518384,6.00068096697,0.999886518384,6,0
2957,2,646 2310,54,4,112,108,111.944538383,0.0357319799408,1.93705583756,2.06498951782,109.937055838,1.01876477541,14,0,28,28,28.2651335813,0,0.123181049069,0,28.1231810491,0.995619946092,6,2,1,11828,0.000507270882651,6.00067681895,0.999887209565,6.00067681895,0.999887209565,6,0
2969,2,336 2632,54,2,110,108,111.928595487,0.0178685347681,1.92922143579,1.03668763103,109.929221436,1.00064385578,14,0,28,28,28.2640619737,0,0.122682844624,0,28.1226828446,0.995637583893,6,2,1,11876,0.000505220613001,6.00067408156,0.999887665693,6.00067408156,0.999887665693,6,0
2971,2,467 2503,54,0,108,108,111.925950858,0,1.92792185921,0,109.927921859,0.982461945731,14,0,28,28,28.2638842141,0,0.122600202088,0,28.1226002021,0.995640509725,6,2,1,11884,0.000504880511612,6.00067362748,0.999887741356,6.00067362748,0.999887741356,6,0
3019,4,940 1072 1946 2078,54,8,224,216,231.454123882,0.0345640849505,11.3834935366,0.702771954344,227.383493537,0.985119880586,14,0,56,56,57.0387545545,0,0.723897911833,0,56.7238979118,0.987238219895,28,4,1,48304,0.000579662139781,28.0437520716,0.998439863843,28.0278448658,0.999006528473,28,0
3037,2,725 2311,55,2,112,110,113.984194929,0.0175462922841,1.95716639209,1.02188552189,111.957166392,1.00038258925,14,0,28,28,28.2581494896,0,0.119934102142,0,28.1199341021,0.995734908136,6,2,1,12148,0.000493908462298,6.00065897858,0.999890182297,6.00065897858,0.999890182297,6,0
3041,2,936 2104,55,0,110,110,113.978954291,0,1.95459032577,0,111.954590326,0.982541222114,14,0,28,28,28.2578099309,0,0.119776242185,0,28.1197762422,0.995740498034,6,2,1,12164,0.000493258796449,6.00065811122,0.999890326826,6.00065811122,0.999890326826,6,0
3049,2,856 2192,55,2,112,110,113.968514267,0.0175487064376,1.94945848375,1.02592592593,111.949458484,1.00045146727,14,0,28,28,28.2571334864,0,0.119461765671,0,28.1194617657,0.995751633987,6,2,1,12196,0.00049196457855,6.00065638333,0.999890614745,6.00065638333,0.999890614745,6,0
3079,2,304 2774,55,2,112,110,113.929847353,0.0175546623336,1.93045173871,1.03602693603,111.930451739,1.00062135246,14,0,28,28,28.254628126,0,0.118297042574,0,28.1182970426,0.995792880259,6,2,1,12316,0.000487171159467,6.00064998375,0.999891681109,6.00064998375,0.999891681109,6,0
3089,2,879 2209,55,0,110,110,113.917125283,0,1.92419825073,0,111.924198251,0.982808022923,14,0,28,28,28.25380382,0,0.1179138322,0,28.1179138322,0.995806451613,6,2,1,12356,0.00048559404338,6.0006478782,0.999892031959,6.0006478782,0.999892031959,6,0
3109,2,765 2343,55,2,112,110,113.891926665,0.0175605072157,1.91181203734,1.04612794613,111.911812037,1.000788013,14,0,28,28,28.2521711161,0,0.117154811715,0,28.1171548117,0.995833333333,6,2,1,12436,0.000482470247668,6.00064370776,0.999892726883,6.00064370776,0.999892726883,6,0
3203,2,701 2501,56,0,112,112,115.916328442,0,1.92439862543,0,113.924398625,0.983108108108,14,0,28,28,28.2447705276,0,0.11371446423,0,28.1137144642,0.995955196017,6,2,1,12812,0.000468310958476,6.00062480475,0.999895876718,6.00062480475,0.999895876718,6,0
3209,2,153 3055,56,0,112,112,115.909005921,0,1.92079825382,0,113.920798254,0.983139178418,14,0,28,28,28.2443128701,0,0.113501714998,0,28.113501715,0.995962732919,6,2,1,12836,0.000467435338112,6.0006236358,0.999896071503,6.0006236358,0.999896071503,6,0
3259,2,1595 1663,57,2,116,114,117.987726296,0.0169509156823,1.96008596868,1.02036340852,115.960085969,1.00034420491,14,0,28,28,28.2405645904,0,0.111759287688,0,28.1117592877,0.996024464832,6,2,1,13036,0.000460263884627,6.00061406202,0.999897666803,6.00061406202,0.999897666803,6,0
3313,2,873 2439,57,0,114,114,117.922728645,0,1.92811839323,0,115.928118393,0.983367983368,14,0,28,28,28.2366435255,0,0.109936575053,0,28.1099365751,0.996089049338,6,2,1,13252,0.000452761847268,6.00060404712,0.999899335615,6.00060404712,0.999899335615,6,0
3319,2,388 2930,57,2,116,114,117.91563724,0.016961278816,1.92463069038,1.039160401,115.92463069,1.00065015786,14,0,28,28,28.2362157276,0,0.109737714803,0,28.1097377148,0.996096096096,6,2,1,13276,0.000451943356433,6.00060295448,0.999899517685,6.00060295448,0.999899517685,6,0
3331,4,7 1067 2263 3323,57,8,236,228,243.606124287,0.0328398968762,11.5061580054,0.695279866332,239.506158005,0.985360885772,14,0,56,56,56.9414590213,0,0.656052868729,0,56.6560528687,0.988420427553,28,4,1,53296,0.00052536775743,28.039651547,0.9985858759,28.0252349696,0.999099562605,28,0
3343,4,299 1579 1763 3043,57,4,232,228,243.550104696,0.016423725233,11.464830889,0.348893065998,239.464830889,0.968827026243,14,0,56,56,56.9380795692,0,0.653696498054,0,56.6536964981,0.988461538462,28,4,1,53488,0.000523481902483,28.039509129,0.998590947908,28.0251443244,0.999102794116,28,0
3347,2,1672 1674,57,0,114,114,117.882880191,0,1.90852017937,0,115.908520179,0.983534254631,14,0,28,28,28.2342396176,0,0.108819133034,0,28.108819133,0.996128648005,6,2,1,13388,0.000448162533612,6.00059790732,0.999900358709,6.00059790732,0.999900358709,6,0
3407,2,520 2886,58,2,118,116,119.949515703,0.0166736813257,1.94185022026,1.02994555354,117.94185022,1.00049303771,15,0,30,30,30.2641620194,0,0.123348017621,0,30.1233480176,0.995905235449,6,2,1,13628,0.000440270032286,6.00058737151,0.99990211433,6.00058737151,0.99990211433,6,0
3413,4,1188 1195 2217 2224,58,6,238,232,247.770290067,0.0242159784305,11.6306068602,0.515880217786,243.63060686,0.976888754115,15,0,60,60,61.0547905069,0,0.738786279683,0,60.7387862797,0.987836663771,28,4,1,54608,0.000512745385292,28.0386983289,0.998619824341,28.0246282733,0.999121191794,28,0
3449,2,1590 1858,58,0,116,116,119.901420702,0,1.9181897302,0,117.91818973,0.983732876712,15,0,30,30,30.2609452015,0,0.121845082681,0,30.1218450827,0.995954926322,6,2,1,13796,0.000434908669179,6.00058021468,0.999903306904,6.00058021468,0.999903306904,6,0
3457,2,879 2577,58,2,118,116,119.892392248,0.016681625602,1.91374819103,1.04506957048,117.913748191,1.00073148221,15,0,30,30,30.2603413364,0,0.121562952243,0,30.1215629522,0.995964254828,6,2,1,13828,0.000433902227365,6.0005788712,0.999903530774,6.0005788712,0.999903530774,6,0
3469,2,612 2856,58,8,124,116,119.878927645,0.0667339970182,1.90712431497,4.19479733817,117.907124315,1.05167521234,15,2,32,30,30.259440761,0.0660950747833,0.121142197866,16.5095238095,30.1211421979,1.06237671167,6,2,1,13876,0.000432401268377,6.00057686761,0.999903864641,6.00057686761,0.999903864641,6,0
3529,2,1481 2047,59,2,120,118,121.945593653,0.0164007566005,1.94045931386,1.03068381064,119.940459314,1.00049641869,15,0,30,30,30.2550297535,0,0.119081372271,0,30.1190813723,0.9960463146,6,2,1,14116,0.000425049589119,6.00056705415,0.999905499905,6.00056705415,0.999905499905,6,0
3581,4,44 1262 2318 3536,59,4,240,236,251.553197431,0.0159012091313,11.4735959765,0.348626534191,247.473595977,0.969800430842,15,0,60,60,61.0053057805,0,0.70410729254,0,60.7041072925,0.9884009942,28,4,1,57296,0.000488690309969,28.0368818106,0.998684525233,28.0234721178,0.999162412221,28,0
3607,2,1793 1813,60,0,120,120,123.992237316,0,1.96393897365,0,121.963938974,0.983897379913,15,0,30,30,30.2495148323,0,0.116504854369,0,30.1165048544,0.996131528046,6,2,1,14428,0.000415858053784,6.00055478502,0.999907544379,6.00055478502,0.999907544379,6,0
3613,4,657 1283 2329 2955,60,6,246,240,255.942430113,0.0234427718661,11.7640542786,0.510028248588,251.764054279,0.977105332629,15,0,60,60,60.9964018821,0,0.697867626696,0,60.6978676267,0.988502600602,28,4,1,57808,0.000484362026017,28.0365549709,0.998696167523,28.0232640958,0.999169829191,28,0
