sign,q,t,p,r,a_plus,a_minus,raw_plus,raw_minus,Zq,selected,nearest_zero,linear,cyclic,scaled_A
+,16432111,146381,14432251,12145541,9712450,-1,1,0,6,0,1299015,1152634,1152634,0.841743
+,16436993,1088519,15026867,9549275,2983164,-1,1,0,0,0,-1,-1,-1,-1
+,16436993,3582946,15026867,12043702,5477591,-1,1,0,0,0,-1,-1,-1,-1
-,16448407,184480,15733867,4471720,-1,530059,0,1,0,0,-1,-1,-1,-1
+,16452497,342500,14869163,9842504,4473345,-1,1,0,2,0,2001718,1659218,1659218,0.806792
+,16452497,895813,14869163,10395817,5026658,-1,1,0,2,0,2001718,1105905,1105905,0.537745
+,16464037,1143148,14787859,11200216,6469425,-1,1,0,0,0,-1,-1,-1,-1
+,16471001,5780806,15451571,11897386,2562395,-1,1,0,0,0,-1,-1,-1,-1
+,16471001,6772595,15451571,12889175,3554184,-1,1,0,0,0,-1,-1,-1,-1
-,16501987,308736,14344691,13252512,-1,1848559,0,1,2,0,7566324,7257588,7257588,1.7592
+,16512493,7457872,15805369,11700616,137991,-1,1,0,0,0,-1,-1,-1,-1
+,16512493,11424633,15805369,15667377,4104752,-1,1,0,0,0,-1,-1,-1,-1
-,16515559,1204943,15104281,9672611,-1,206334,0,1,2,0,2463081,1258138,1258138,0.304716
+,16530337,1467576,14731573,12260160,8321171,-1,1,0,0,0,-1,-1,-1,-1
-,16534949,605168,15327443,7850204,-1,602337,0,1,4,0,475576,129592,129592,0.0626997
+,16567471,9982715,15984907,13478099,988576,-1,1,0,0,0,-1,-1,-1,-1
+,16567471,11500946,15984907,14996330,2506807,-1,1,0,0,0,-1,-1,-1,-1
+,16571041,225487,15055519,9318619,3356232,-1,1,0,0,0,-1,-1,-1,-1
+,16571041,2606154,15055519,11699286,5736899,-1,1,0,0,0,-1,-1,-1,-1
+,16579961,2206845,15189661,10548645,3700784,-1,1,0,0,0,-1,-1,-1,-1
+,16579961,3147076,15189661,11488876,4641015,-1,1,0,0,0,-1,-1,-1,-1
-,16589081,896399,15042457,10176143,-1,650224,0,1,0,0,-1,-1,-1,-1
+,16603061,879286,15264209,8912398,1681301,-1,1,0,2,0,991238,111952,111952,0.0539428
+,16603061,5549795,15264209,13582907,6351810,-1,1,0,2,0,991238,4558557,4558557,2.19649
+,16616113,8091606,15764611,13200618,2545019,-1,1,0,0,0,-1,-1,-1,-1
+,16616113,8110579,15764611,13219591,2563992,-1,1,0,0,0,-1,-1,-1,-1
+,16617233,6225818,15768619,11317502,640567,-1,1,0,0,0,-1,-1,-1,-1
+,16617233,10036367,15768619,15128051,4451116,-1,1,0,0,0,-1,-1,-1,-1
-,16647877,258788,14997233,10162652,-1,1391855,0,1,0,0,-1,-1,-1,-1
+,16653467,1500008,14651557,13511468,10871371,-1,1,0,0,0,-1,-1,-1,-1
+,16662773,3187769,14874833,13915409,9768216,-1,1,0,0,0,-1,-1,-1,-1
-,16676123,1319194,15353203,9256714,-1,3725,0,1,2,0,1931626,612432,612432,0.1469
+,16678307,11869919,16266659,14339807,543036,-1,1,0,2,0,10276436,1593483,1593483,0.764338
+,16678307,13253734,16266659,15723622,1926851,-1,1,0,2,0,10276436,2977298,2977298,1.42811
+,16684649,8337884,15882073,13153340,2086723,-1,1,0,0,0,-1,-1,-1,-1
+,16684649,8979893,15882073,13795349,2728732,-1,1,0,0,0,-1,-1,-1,-1
+,16691963,2984251,15378673,10863991,3365058,-1,1,0,0,0,-1,-1,-1,-1
+,16691963,4133874,15378673,12013614,4514681,-1,1,0,0,0,-1,-1,-1,-1
+,16697501,10446088,16152841,13714048,829167,-1,1,0,2,0,11633678,1187590,1187590,0.568991
+,16697501,12055713,16152841,15323673,2438792,-1,1,0,2,0,11633678,422035,422035,0.202203
+,16707029,8414240,15991159,12709460,1013521,-1,1,0,0,0,-1,-1,-1,-1
+,16707029,10682417,15991159,14977637,3281698,-1,1,0,0,0,-1,-1,-1,-1
-,16731277,1575593,14571773,14532617,-1,583910,0,1,0,0,-1,-1,-1,-1
+,16748227,3961815,15684281,10345491,1044886,-1,1,0,0,0,-1,-1,-1,-1
+,16748227,8255718,15684281,14639394,5338789,-1,1,0,0,0,-1,-1,-1,-1
+,16761919,8148261,15958837,12966753,1826408,-1,1,0,0,0,-1,-1,-1,-1
+,16761919,9313936,15958837,14132428,2992083,-1,1,0,0,0,-1,-1,-1,-1
-,16768603,1260035,14992891,11914307,-1,515676,0,1,0,0,-1,-1,-1,-1
+,16770209,1704803,15590233,8784659,274282,-1,1,0,0,0,-1,-1,-1,-1
+,16770209,8236094,15590233,15315950,6805573,-1,1,0,0,0,-1,-1,-1,-1
+,16789127,1019443,14977961,11886439,7775474,-1,1,0,0,0,-1,-1,-1,-1
+,16797731,3535112,15755609,9787844,284967,-1,1,0,0,0,-1,-1,-1,-1
+,16797731,9217909,15755609,15470641,5967764,-1,1,0,0,0,-1,-1,-1,-1
-,16799479,1021830,15049439,11522070,-1,728209,0,1,2,0,7390144,6368314,6368314,1.51631
+,16800271,652346,14525299,14302178,13426711,-1,1,0,2,0,2701649,2049303,2049303,0.487921
+,16814641,4648343,15239101,14101583,8315722,-1,1,0,2,0,1896351,2751992,2751992,0.654666
-,16814657,1033186,14997391,11936782,-1,784079,0,1,4,0,2945590,1912404,1912404,0.909875
+,16823383,2609812,15477907,10682668,3277617,-1,1,0,2,0,2321838,287974,287974,0.13694
+,16823383,4127433,15477907,12200289,4795238,-1,1,0,2,0,2321838,1805595,1805595,0.858612
+,16832237,430986,14916367,11926206,8505059,-1,1,0,0,0,-1,-1,-1,-1
+,16835719,1468506,14856761,13342254,10359241,-1,1,0,2,0,74583,1393923,1393923,0.331182
+,16853831,1771820,15686471,8775980,93669,-1,1,0,0,0,-1,-1,-1,-1
+,16853831,8588641,15686471,15592801,6910490,-1,1,0,0,0,-1,-1,-1,-1
+,16856501,2609871,15110791,13084131,8447600,-1,1,0,2,0,1462456,1147415,1147415,0.272278
+,16856893,3260641,15505573,11368561,3970908,-1,1,0,0,0,-1,-1,-1,-1
+,16856893,3426744,15505573,11534664,4137011,-1,1,0,0,0,-1,-1,-1,-1
+,16859867,937384,15458659,9344632,2293221,-1,1,0,4,0,3568441,2631057,2631057,2.49687
+,16859867,4758189,15458659,13165437,6114026,-1,1,0,4,0,3568441,1189748,1189748,1.12907
+,16866799,1211279,15421517,9882971,3133146,-1,1,0,0,0,-1,-1,-1,-1
+,16866799,3616678,15421517,12288370,5538545,-1,1,0,0,0,-1,-1,-1,-1
+,16875877,1152,14643457,13395672,12146735,-1,1,0,0,0,-1,-1,-1,-1
+,16876003,3687438,15705491,10710510,2028091,-1,1,0,2,0,1955505,1731933,1731933,0.821016
+,16876003,6654327,15705491,13677399,4994980,-1,1,0,2,0,1955505,4698822,4698822,2.22746
+,16890011,821919,15576367,8703783,1009280,-1,1,0,2,0,4810143,3988224,3988224,1.88903
+,16890011,6685222,15576367,14567086,6872583,-1,1,0,2,0,4810143,1875079,1875079,0.888136
-,16890917,1467155,15258053,11264339,-1,165708,0,1,8,0,51744,1415411,1415411,1.34075
+,16909561,8866181,16129627,13545785,2095762,-1,1,0,2,0,16538166,7671985,7671985,3.62966
+,16909561,9354260,16129627,14033864,2583841,-1,1,0,2,0,16538166,7183906,7183906,3.39874
+,16921379,1186532,15071521,12285680,8313307,-1,1,0,0,0,-1,-1,-1,-1
+,16938547,6013723,15910949,12179311,2433950,-1,1,0,0,0,-1,-1,-1,-1
+,16938547,7311410,15910949,13476998,3731637,-1,1,0,0,0,-1,-1,-1,-1
+,16939147,11462717,16447877,14410337,910080,-1,1,0,0,0,-1,-1,-1,-1
+,16939147,12590176,16447877,15537796,2037539,-1,1,0,0,0,-1,-1,-1,-1
+,16944071,9220310,16258603,13333118,1187323,-1,1,0,2,0,13036368,3816058,3816058,1.80172
+,16944071,10958471,16258603,15071279,2925484,-1,1,0,2,0,13036368,2077897,2077897,0.981062
-,16969217,159670,16413149,3496078,-1,396397,0,1,2,0,4324671,4165001,4165001,0.981778
+,16971529,4042325,15343919,13807985,8229726,-1,1,0,0,0,-1,-1,-1,-1
-,16986037,255820,15504943,9142384,-1,1225273,0,1,2,0,2971991,2716171,2716171,0.639624
+,16988921,3823319,15799297,10961063,2299510,-1,1,0,2,0,2030081,1793238,1793238,0.844427
+,16988921,6362042,15799297,13499786,4838233,-1,1,0,2,0,2030081,4331961,4331961,2.0399
-,16989631,941408,15857477,7734332,-1,190745,0,1,0,0,-1,-1,-1,-1
-,16993381,1272245,15070849,12807437,-1,650286,0,1,6,0,5408273,4136028,4136028,2.92069
+,16999351,913902,14872271,13676382,11566591,-1,1,0,0,0,-1,-1,-1,-1
-,17000941,1781545,15038039,13558957,-1,181356,0,1,2,0,7393147,5611602,5611602,1.3203
-,17010401,618787,15075997,12225211,-1,1315616,0,1,6,0,597919,20868,20868,0.0147213
-,17025193,964003,15326627,11155399,-1,734562,0,1,0,0,-1,-1,-1,-1
-,17026901,1413374,15462383,10800482,-1,151143,0,1,0,0,-1,-1,-1,-1
-,17028941,202675,15426919,9814807,-1,1399346,0,1,0,0,-1,-1,-1,-1
+,17031041,13773633,16747603,15474261,427286,-1,1,0,2,0,16232669,2459036,2459036,1.15508
+,17031041,14619688,16747603,16320316,1273341,-1,1,0,2,0,16232669,1612981,1612981,0.757666
+,17036009,4299031,16054039,10190851,28632,-1,1,0,0,0,-1,-1,-1,-1
+,17036009,10133586,16054039,16025406,5863187,-1,1,0,0,0,-1,-1,-1,-1
+,17057863,9823922,16377017,13908998,1617057,-1,1,0,2,0,10757414,933492,933492,0.4378
+,17057863,10674883,16377017,14759959,2468018,-1,1,0,2,0,10757414,82531,82531,0.0387064
+,17070149,1653952,15620791,10350100,3425457,-1,1,0,0,0,-1,-1,-1,-1
+,17070149,3499185,15620791,12195333,5270690,-1,1,0,0,0,-1,-1,-1,-1
+,17075467,4462144,15355589,14781412,9745091,-1,1,0,0,0,-1,-1,-1,-1
-,17079691,1461217,15077369,13475149,-1,541104,0,1,2,0,7086372,5625155,5625155,1.31739
+,17095207,9536989,16451437,13399609,810792,-1,1,0,4,0,12323268,2786279,2786279,2.60778
+,17095207,11778024,16451437,15640644,3051827,-1,1,0,4,0,12323268,545244,545244,0.510313
-,17100767,382152,16585223,3475416,-1,133391,0,1,0,0,-1,-1,-1,-1
+,17102849,4001749,15954937,10889221,1821756,-1,1,0,2,0,6994420,2992671,2992671,1.39985
+,17102849,7245708,15954937,14133180,5065715,-1,1,0,2,0,6994420,251288,251288,0.117542
+,17110189,8143444,16226317,13446676,2523591,-1,1,0,0,0,-1,-1,-1,-1
+,17110189,8399493,16226317,13702725,2779640,-1,1,0,0,0,-1,-1,-1,-1
-,17119273,1286265,15667793,9995145,-1,165214,0,1,0,0,-1,-1,-1,-1
+,17124137,5550804,16101977,11683764,1714747,-1,1,0,0,0,-1,-1,-1,-1
+,17124137,8254269,16101977,14387229,4418212,-1,1,0,0,0,-1,-1,-1,-1
-,17132117,604400,15895123,8026364,-1,632593,0,1,2,0,8271797,7667397,7667397,1.79018
+,17138831,409362,15546961,9960582,3964841,-1,1,0,0,0,-1,-1,-1,-1
+,17138831,2030899,15546961,11582119,5586378,-1,1,0,0,0,-1,-1,-1,-1
-,17139809,161239,16295533,5226895,-1,683036,0,1,0,0,-1,-1,-1,-1
+,17143003,6455286,15640441,15470658,8845589,-1,1,0,0,0,-1,-1,-1,-1
+,17147731,1240695,15859267,8971479,842996,-1,1,0,0,0,-1,-1,-1,-1
+,17147731,7285486,15859267,15016270,6887787,-1,1,0,0,0,-1,-1,-1,-1
+,17163317,2542676,15177187,14459456,11199049,-1,1,0,2,0,2547985,5309,5309,0.00123729
+,17167517,1661900,14997743,14680544,12701445,-1,1,0,2,0,5221662,3559762,3559762,0.829418
+,17170787,1481850,15723229,10167198,3129317,-1,1,0,0,0,-1,-1,-1,-1
+,17170787,3908563,15723229,12593911,5556030,-1,1,0,0,0,-1,-1,-1,-1
+,17173817,5855530,15641279,15050758,8604707,-1,1,0,0,0,-1,-1,-1,-1
+,17181959,1901902,15141449,14144962,11246573,-1,1,0,0,0,-1,-1,-1,-1
+,17193853,595470,15150623,12854850,9963607,-1,1,0,0,0,-1,-1,-1,-1
+,17196961,2010747,15034363,14986335,12927560,-1,1,0,2,0,1818655,192092,192092,0.0446805
-,17201453,1143583,15171811,13321435,-1,886058,0,1,2,0,3881604,2738021,2738021,0.636695
+,17205059,9638499,16583129,13370079,518530,-1,1,0,2,0,12068749,2430250,2430250,1.13002
+,17205059,12333018,16583129,16064598,3213049,-1,1,0,2,0,12068749,264269,264269,0.12288
+,17207717,5430480,16136489,11857848,2148727,-1,1,0,2,0,6643070,1212590,1212590,0.563742
+,17207717,7560393,16136489,13987761,4278640,-1,1,0,2,0,6643070,917323,917323,0.426471
+,17218219,2938515,15305201,14416623,10589530,-1,1,0,0,0,-1,-1,-1,-1
-,17218871,271158,16314223,5699046,-1,633489,0,1,0,0,-1,-1,-1,-1
+,17225167,671854,14951749,14312362,13001121,-1,1,0,0,0,-1,-1,-1,-1
+,17227057,3729847,15674783,13043491,6682352,-1,1,0,0,0,-1,-1,-1,-1
-,17244713,485581,15270263,12332281,-1,1488868,0,1,0,0,-1,-1,-1,-1
+,17256079,5548876,16097483,12500452,3354545,-1,1,0,0,0,-1,-1,-1,-1
+,17256079,5791361,16097483,12742937,3597030,-1,1,0,0,0,-1,-1,-1,-1
+,17262227,9382049,16494329,13989437,2102496,-1,1,0,0,0,-1,-1,-1,-1
+,17262227,9784444,16494329,14391832,2504891,-1,1,0,0,0,-1,-1,-1,-1
+,17268763,1474383,15869531,9869775,2395636,-1,1,0,0,0,-1,-1,-1,-1
+,17268763,5078502,15869531,13473894,5999755,-1,1,0,0,0,-1,-1,-1,-1
-,17271203,1401853,15102259,14415517,-1,767090,0,1,2,0,666315,735538,735538,0.17035
+,17278309,8570759,16585189,12729479,303010,-1,1,0,2,0,271285,8299474,8299474,3.84273
+,17278309,12123458,16585189,16282178,3855709,-1,1,0,2,0,17007023,4883565,4883565,2.26113
+,17283193,778708,15161833,13506868,11073195,-1,1,0,0,0,-1,-1,-1,-1
+,17288951,8221557,16401887,13543941,2464438,-1,1,0,2,0,181631,8039926,8039926,3.72026
+,17288951,8615064,16401887,13937448,2857945,-1,1,0,2,0,181631,8433433,8433433,3.90235
-,17299123,377050,15335543,12158530,-1,1586529,0,1,2,0,2990340,2613290,2613290,0.60426
+,17305579,8009975,16547407,12559007,560632,-1,1,0,0,0,-1,-1,-1,-1
+,17305579,11437742,16547407,15986774,3988399,-1,1,0,0,0,-1,-1,-1,-1
+,17314201,100608,15395537,11612592,7729039,-1,1,0,0,0,-1,-1,-1,-1
+,17335061,214081,15302359,12410293,9304146,-1,1,0,0,0,-1,-1,-1,-1
+,17335873,3333167,16054231,11023019,2658640,-1,1,0,0,0,-1,-1,-1,-1
+,17335873,5705738,16054231,13395590,5031211,-1,1,0,0,0,-1,-1,-1,-1
+,17357531,5084277,15714133,14944665,9090920,-1,1,0,0,0,-1,-1,-1,-1
-,17359129,1374481,15561457,12160513,-1,423190,0,1,0,0,-1,-1,-1,-1
-,17369713,553339,15164971,13781791,-1,1651402,0,1,2,0,3186763,2633424,2633424,0.60644
+,17370653,5592814,16460767,11052130,50679,-1,1,0,4,0,5302083,290731,290731,0.267791
+,17370653,10950771,16460767,16410087,5408636,-1,1,0,4,0,12068569,1117798,1117798,1.0296
+,17377649,4693172,16347631,10873280,705757,-1,1,0,0,0,-1,-1,-1,-1
+,17377649,9461765,16347631,15641873,5474350,-1,1,0,0,0,-1,-1,-1,-1
-,17386129,873066,15377849,12922746,-1,1135213,0,1,2,0,4590019,3716953,3716953,0.855154
+,17386199,9293289,16736059,13194129,358910,-1,1,0,2,0,9780077,486788,486788,0.223988
+,17386199,12476308,16736059,16377148,3541929,-1,1,0,2,0,9780077,2696231,2696231,1.24063
+,17391259,2717700,15549841,13766208,9264875,-1,1,0,0,0,-1,-1,-1,-1
+,17401243,2701647,15634253,13303587,8271274,-1,1,0,0,0,-1,-1,-1,-1
+,17401801,13271138,17075827,15226982,106999,-1,1,0,0,0,-1,-1,-1,-1
+,17401801,15012983,17075827,16968827,1848844,-1,1,0,0,0,-1,-1,-1,-1
+,17405513,2530301,16025803,10808561,3061018,-1,1,0,2,0,1931742,598559,598559,0.275112
+,17405513,4686524,16025803,12964784,5217241,-1,1,0,2,0,1931742,2754782,2754782,1.26617
+,17412011,330389,15469511,11985389,8170878,-1,1,0,2,0,7731643,7401254,7401254,1.70026
+,17419247,13841036,17080213,15875240,829231,-1,1,0,0,0,-1,-1,-1,-1
+,17419247,14216777,17080213,16250981,1204972,-1,1,0,0,0,-1,-1,-1,-1
+,17421169,3334608,15540757,14617080,10358795,-1,1,0,0,0,-1,-1,-1,-1
+,17457313,1243862,15487049,13065446,9399981,-1,1,0,0,0,-1,-1,-1,-1
+,17463833,4453330,15807037,14394106,8527845,-1,1,0,0,0,-1,-1,-1,-1
+,17465321,7132509,16603799,12301641,866974,-1,1,0,0,0,-1,-1,-1,-1
+,17465321,10567692,16603799,15736824,4302157,-1,1,0,0,0,-1,-1,-1,-1
-,17470073,192747,16819303,4097367,-1,458022,0,1,0,0,-1,-1,-1,-1
+,17487289,387907,16073723,8869303,1276976,-1,1,0,0,0,-1,-1,-1,-1
+,17487289,6315350,16073723,14796746,7204419,-1,1,0,0,0,-1,-1,-1,-1
-,17491141,235486,15639979,11342458,-1,1615675,0,1,2,0,5058496,4823010,4823010,1.10296
+,17494273,7217952,16040491,15940644,8622845,-1,1,0,0,0,-1,-1,-1,-1
-,17494733,216971,16902671,3769343,-1,375090,0,1,4,0,5438712,5221741,5221741,2.3878
+,17495209,1592984,15286853,14843120,12806403,-1,1,0,2,0,8208849,6615865,6615865,1.51261
+,17495897,2526036,16159579,10543944,2402273,-1,1,0,2,0,807906,1718130,1718130,0.785615
+,17495897,5739397,16159579,13757305,5615634,-1,1,0,2,0,807906,4931491,4931491,2.25492
+,17499721,5391913,15967871,14583013,7806242,-1,1,0,0,0,-1,-1,-1,-1
-,17501749,40236,16278347,7380648,-1,1183165,0,1,2,0,1829453,1789217,1789217,0.408923
+,17515829,11477948,16986391,14654576,844813,-1,1,0,2,0,12396512,918564,918564,0.419535
+,17515829,12964949,16986391,16141577,2331814,-1,1,0,2,0,12396512,568437,568437,0.259622
-,17522473,1010336,16231043,8758916,-1,281093,0,1,2,0,8497876,7487540,7487540,1.70924
+,17533129,4248254,16248473,11956190,3415653,-1,1,0,0,0,-1,-1,-1,-1
+,17533129,5124883,16248473,12832819,4292282,-1,1,0,0,0,-1,-1,-1,-1
-,17535149,168060,15108679,14726880,-1,2258409,0,1,2,0,7053501,6885441,6885441,1.57066
-,17537699,595930,16081603,9332506,-1,860165,0,1,0,0,-1,-1,-1,-1
-,17543377,1377932,15320803,14713376,-1,844641,0,1,0,0,-1,-1,-1,-1
+,17544259,886489,15479507,13275001,10184006,-1,1,0,0,0,-1,-1,-1,-1
-,17550569,62188,16134929,8556028,-1,1353451,0,1,0,0,-1,-1,-1,-1
-,17556601,336828,15122633,14940636,-1,2097139,0,1,2,0,6903597,6566769,6566769,1.49614
+,17567867,2182306,15386069,15273094,12977813,-1,1,0,2,0,621580,1560726,1560726,0.355359
+,17568569,3496534,16206623,11668210,3633263,-1,1,0,0,0,-1,-1,-1,-1
+,17568569,4401683,16206623,12573359,4538412,-1,1,0,0,0,-1,-1,-1,-1
+,17574727,1613145,16173709,10019253,2251652,-1,1,0,0,0,-1,-1,-1,-1
+,17574727,5515948,16173709,13922056,6154455,-1,1,0,0,0,-1,-1,-1,-1
-,17578037,321785,15794087,11025485,-1,1462164,0,1,0,0,-1,-1,-1,-1
+,17582401,2884990,15866261,13181830,7612409,-1,1,0,0,0,-1,-1,-1,-1
-,17602033,1310222,15796709,12142166,-1,495101,0,1,2,0,2892622,1582400,1582400,0.359595
-,17603561,531806,15708163,11904194,-1,1363591,0,1,0,0,-1,-1,-1,-1
-,17610539,658047,15249307,14825439,-1,1703184,0,1,2,0,2370563,1712516,1712516,0.388975
+,17621563,5314950,16022437,14909706,8482025,-1,1,0,0,0,-1,-1,-1,-1
+,17627567,1390958,15328783,15183662,13647583,-1,1,0,0,0,-1,-1,-1,-1
+,17656069,5390054,16497179,12343394,2799555,-1,1,0,0,0,-1,-1,-1,-1
+,17656069,6744283,16497179,13697623,4153784,-1,1,0,0,0,-1,-1,-1,-1
+,17661367,1404025,15640711,13527961,10011186,-1,1,0,0,0,-1,-1,-1,-1
-,17676683,673053,16779193,6057993,-1,224436,0,1,4,0,5882862,5209809,5209809,2.35782
-,17694709,330820,16372133,8266276,-1,991755,0,1,2,0,5836765,5505945,5505945,1.24465
+,17697809,694951,15529303,13705987,11187720,-1,1,0,0,0,-1,-1,-1,-1
+,17700707,2515516,16362187,10546636,2215569,-1,1,0,2,0,4160904,1645388,1645388,0.743648
+,17700707,6115497,16362187,14146617,5815550,-1,1,0,2,0,4160904,1954593,1954593,0.883397
+,17705099,8092481,16820071,13402649,1892746,-1,1,0,0,0,-1,-1,-1,-1
+,17705099,9617156,16820071,14927324,3417421,-1,1,0,0,0,-1,-1,-1,-1
-,17705813,46276,15478439,13410520,-1,2181097,0,1,0,0,-1,-1,-1,-1
-,17709079,1522039,15911723,12306175,-1,275316,0,1,2,0,7045378,5523339,5523339,1.24757
+,17713561,223536,15509323,13448964,11165069,-1,1,0,2,0,8352802,8129266,8129266,1.83572
-,17716033,1389615,15522181,14552727,-1,804236,0,1,0,0,-1,-1,-1,-1
+,17722987,3312268,15739111,15215524,11379669,-1,1,0,4,0,3001318,310950,310950,0.14036
-,17725223,1053330,15992261,11451102,-1,679631,0,1,0,0,-1,-1,-1,-1
+,17727971,644662,16387199,8689294,346727,-1,1,0,2,0,4529530,3884868,3884868,1.7531
+,17727971,7995839,16387199,16040471,7697904,-1,1,0,2,0,4529530,3466309,3466309,1.56422
+,17735147,4687818,16493941,12135054,3088349,-1,1,0,2,0,488809,4199009,4199009,1.8941
+,17735147,5958355,16493941,13405591,4358886,-1,1,0,2,0,488809,5469546,5469546,2.46721
+,17737309,3602312,16394173,11661128,3325771,-1,1,0,2,0,1024962,2577350,2577350,1.16245
+,17737309,5009585,16394173,13068401,4733044,-1,1,0,2,0,1024962,3984623,3984623,1.79717
+,17737367,3719821,15773809,15501169,11508708,-1,1,0,4,0,756319,2963502,2963502,1.33661
-,17741597,585750,17138419,4204818,-1,17427,0,1,0,0,-1,-1,-1,-1
+,17752151,9382977,17080663,13411905,360170,-1,1,0,2,0,16086323,6703346,6703346,3.02086
+,17752151,12691564,17080663,16720492,3668757,-1,1,0,2,0,16086323,3394759,3394759,1.52985
-,17763353,1383407,16123763,11220947,-1,256182,0,1,0,0,-1,-1,-1,-1
+,17783659,4563460,16740401,10823008,342155,-1,1,0,0,0,-1,-1,-1,-1
+,17783659,10138697,16740401,16398245,5917392,-1,1,0,0,0,-1,-1,-1,-1
+,17787683,16789955,17709059,17261699,24384,-1,1,0,0,0,-1,-1,-1,-1
+,17787683,17212930,17709059,17684674,447359,-1,1,0,0,0,-1,-1,-1,-1
+,17791327,6670455,16909447,11961735,343568,-1,1,0,2,0,4821277,1849178,1849178,0.831496
+,17791327,11274598,16909447,16565878,4947711,-1,1,0,2,0,12970049,1695451,1695451,0.762372
+,17809361,667576,15885967,12207940,7862337,-1,1,0,2,0,4489113,3821537,3821537,0.858321
+,17838367,13377821,17465941,15612377,380992,-1,1,0,0,0,-1,-1,-1,-1
+,17838367,14850392,17465941,17084948,1853563,-1,1,0,0,0,-1,-1,-1,-1
+,17844329,900003,16074307,11520135,6065960,-1,1,0,2,0,8419727,7519724,7519724,1.68563
-,17845379,56652,16695463,6956148,-1,1093263,0,1,0,0,-1,-1,-1,-1
+,17845673,1068282,15966053,12346002,7657669,-1,1,0,0,0,-1,-1,-1,-1
+,17862577,5596280,16842667,11715740,992533,-1,1,0,2,0,4287444,1308836,1308836,0.58618
+,17862577,9730673,16842667,15850133,5126926,-1,1,0,2,0,13575132,3844459,3844459,1.72179
+,17868449,12506378,17379799,15438278,990379,-1,1,0,2,0,13521285,1014907,1014907,0.454391
+,17868449,13457519,17379799,16389419,1941520,-1,1,0,2,0,13521285,63766,63766,0.0285491
-,17868647,836262,16096939,11466510,-1,935445,0,1,4,0,1793700,957438,957438,0.428656
+,17872747,2267586,15973681,13661982,9082697,-1,1,0,0,0,-1,-1,-1,-1
+,17875951,3300028,16545241,11284288,2723307,-1,1,0,2,0,6232577,2932549,2932549,1.3124
+,17875951,5837673,16545241,13821933,5260952,-1,1,0,2,0,6232577,394904,394904,0.176731
+,17881757,2811132,16117979,13393800,7858489,-1,1,0,0,0,-1,-1,-1,-1
-,17890399,186994,16564337,8143366,-1,1139067,0,1,0,0,-1,-1,-1,-1
-,17908357,1211156,16613431,8980712,-1,83769,0,1,0,0,-1,-1,-1,-1
+,17922407,1453534,16199137,11793154,5933637,-1,1,0,0,0,-1,-1,-1,-1
-,17925437,1608762,15863117,13982682,-1,453557,0,1,2,0,3588615,1979853,1979853,0.441797
-,17931211,737075,17140457,5481599,-1,53678,0,1,0,0,-1,-1,-1,-1
+,17937247,149594,16344589,9705542,2916901,-1,1,0,0,0,-1,-1,-1,-1
+,17937247,3871739,16344589,13427687,6639046,-1,1,0,0,0,-1,-1,-1,-1
+,17942201,2226003,16477603,11013591,3323576,-1,1,0,0,0,-1,-1,-1,-1
+,17942201,4366438,16477603,13154026,5464011,-1,1,0,0,0,-1,-1,-1,-1
+,17957183,2386388,16045373,13857248,9282735,-1,1,0,0,0,-1,-1,-1,-1
+,17958491,5014317,16278347,15095181,8897698,-1,1,0,0,0,-1,-1,-1,-1
+,17960363,5661785,16737731,12997577,3595638,-1,1,0,0,0,-1,-1,-1,-1
+,17960363,5806300,16737731,13142092,3740153,-1,1,0,0,0,-1,-1,-1,-1
-,17961799,694906,15682207,14372458,-1,1584685,0,1,0,0,-1,-1,-1,-1
+,17965247,12161250,17399639,15554898,1548907,-1,1,0,0,0,-1,-1,-1,-1
+,17965247,12457083,17399639,15850731,1844740,-1,1,0,0,0,-1,-1,-1,-1
+,17974373,312119,15860011,12998291,9824452,-1,1,0,0,0,-1,-1,-1,-1
+,17982761,4365329,16920859,10736741,187294,-1,1,0,2,0,2529482,1835847,1835847,0.816714
+,17982761,10362152,16920859,16733564,6184117,-1,1,0,2,0,15453278,5091126,5091126,2.26489
-,17984789,1359966,15728747,14896218,-1,896075,0,1,0,0,-1,-1,-1,-1
+,17991209,1880503,16424081,11283271,4261958,-1,1,0,0,0,-1,-1,-1,-1
+,17991209,2759354,16424081,12162122,5140809,-1,1,0,0,0,-1,-1,-1,-1
+,17993993,4020806,16220459,14662010,9082755,-1,1,0,2,0,315291,3705515,3705515,0.823723
+,17994637,1641996,16394467,11243016,4449569,-1,1,0,0,0,-1,-1,-1,-1
+,17994637,2343877,16394467,11944897,5151450,-1,1,0,0,0,-1,-1,-1,-1
-,17999257,1489180,16062973,13106884,-1,447103,0,1,0,0,-1,-1,-1,-1
-,18003847,950959,15957437,13229419,-1,1095450,0,1,0,0,-1,-1,-1,-1
+,18009569,8154469,17048903,13918465,2633558,-1,1,0,0,0,-1,-1,-1,-1
+,18009569,8651348,17048903,14415344,3130437,-1,1,0,0,0,-1,-1,-1,-1
+,18014897,494454,16303543,10762578,4727159,-1,1,0,0,0,-1,-1,-1,-1
+,18014897,1308259,16303543,11576383,5540964,-1,1,0,0,0,-1,-1,-1,-1
-,18021371,516421,16412413,10170169,-1,1092536,0,1,0,0,-1,-1,-1,-1
-,18021763,122379,16834957,7243215,-1,1064426,0,1,0,0,-1,-1,-1,-1
